P_bar,T_K,K_CO2,K_H2O
278.2758620689655,345.5882352941176,42.208517610536,0.012701859499007968
278.2758620689655,347.6470588235294,42.28614031682057,0.013259312526792133
278.2758620689655,349.70588235294116,42.34881048022493,0.013837722112391392
278.2758620689655,351.7647058823529,42.396962213033746,0.014437951954076001
278.2758620689655,353.8235294117647,42.43101844150276,0.015060906625053123
278.2758620689655,355.88235294117646,42.451390442702845,0.015707531230244064
278.2758620689655,357.94117647058823,42.45847753676544,0.01637881108203513
278.2758620689655,360.0,42.45266694806796,0.017075770822997615
283.7931034482759,290.0,32.72675002580194,0.0033742727727605806
283.7931034482759,292.05882352941177,33.366298459742225,0.003573579892645291
283.7931034482759,294.11764705882354,33.98125838927262,0.0037816573275576233
283.7931034482759,296.1764705882353,34.57160253671212,0.003998760148809521
283.7931034482759,298.2352941176471,35.137356980201616,0.004225149298607144
283.7931034482759,300.29411764705884,35.67859878518512,0.004461092205864057
283.7931034482759,302.3529411764706,36.195453379137184,0.004706863483129107
283.7931034482759,304.4117647058824,36.688091725100136,0.004962745697559448
283.7931034482759,306.47058823529414,37.15672734133986,0.0052290302571694185
283.7931034482759,308.52941176470586,37.60161321216564,0.005506018355507337
283.7931034482759,310.5882352941176,38.023038625631614,0.0057940220388712224
283.7931034482759,312.6470588235294,38.42132597285672,0.006093365361599846
283.7931034482759,314.70588235294116,38.796827538076926,0.006404385642285726
283.7931034482759,316.7647058823529,39.14992230529056,0.006727434826674969
283.7931034482759,318.8235294117647,39.48101280645983,0.007062880905975808
283.7931034482759,320.88235294117646,39.79052202743118,0.00741110949813661
283.7931034482759,322.94117647058823,40.0788903951937,0.007772525441750442
283.7931034482759,325.0,40.34657285882733,0.008147554492109783
283.7931034482759,327.05882352941177,40.594036080039096,0.008536645066822368
283.7931034482759,329.11764705882354,40.821755745962754,0.0089402700293142
283.7931034482759,331.1764705882353,41.030214015759846,0.009358928489206305
283.7931034482759,333.2352941176471,41.21989711130886,0.009793147595392694
283.7931034482759,335.29411764705884,41.39129306109204,0.010243484294865395
283.7931034482759,337.3529411764706,41.544889605238886,0.010710527028041372
283.7931034482759,339.4117647058823,41.68117226850493,0.01119489732984036
283.7931034482759,341.47058823529414,41.8006226067322,0.011697251305159985
